componentid;status;model;qtype;difficulty;discrimination;guessing;label;catscalename;parentscalenames;componentname;json
"0";"0";"";multichoice;;;;Ma.p1.L06-05;Ma-L06: Binomialverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L06-08;Ma-L06: Binomialverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;MA.p1.L07-01;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;MA.p1.L07-02;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;MA.p1.L07-03;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L07-01;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L07-02;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L07-04;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L07-05;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L07-07;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L07-10;Ma-L07: Normalverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;5.46;"0.51";;MA.v1.L08-01;Ma-L08: bedingte Wahrscheinlichkeiten;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L08-01;Ma-L08: bedingte Wahrscheinlichkeiten;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L08-02;Ma-L08: bedingte Wahrscheinlichkeiten;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L08-03;Ma-L08: bedingte Wahrscheinlichkeiten;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L08-04;Ma-L08: bedingte Wahrscheinlichkeiten;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L08-07;Ma-L08: bedingte Wahrscheinlichkeiten;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L08-10;Ma-L08: bedingte Wahrscheinlichkeiten;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;MA.p1.L09-01;Ma-L09: stochastische Unabhängigkeit;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L09-01;Ma-L09: stochastische Unabhängigkeit;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L09-02;Ma-L09: stochastische Unabhängigkeit;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L09-04;Ma-L09: stochastische Unabhängigkeit;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L09-10;Ma-L09: stochastische Unabhängigkeit;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;"0.80";"0.41";;MA.v1.L10-01;Ma-L10: Satz von Bayes;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;1.23;"0.80";;MA.v1.L10-02;Ma-L10: Satz von Bayes;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L10-01;Ma-L10: Satz von Bayes;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L10-02;Ma-L10: Satz von Bayes;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L10-07;Ma-L10: Satz von Bayes;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L10-08;Ma-L10: Satz von Bayes;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L11-01;Ma-L11: Gesetz der großen Zahlen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L11-02;Ma-L11: Gesetz der großen Zahlen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L11-03;Ma-L11: Gesetz der großen Zahlen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L11-05;Ma-L11: Gesetz der großen Zahlen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L11-06;Ma-L11: Gesetz der großen Zahlen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L11-07;Ma-L11: Gesetz der großen Zahlen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L11-10;Ma-L11: Gesetz der großen Zahlen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L12-01;Ma-L12: diskrete Zufallsgrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L12-02;Ma-L12: diskrete Zufallsgrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L12-04;Ma-L12: diskrete Zufallsgrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L12-05;Ma-L12: diskrete Zufallsgrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L12-07;Ma-L12: diskrete Zufallsgrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L13-01;Ma-L13: Wahrscheinlichkeitsverteilung;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L13-02;Ma-L13: Wahrscheinlichkeitsverteilung;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L13-05;Ma-L13: Wahrscheinlichkeitsverteilung;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L13-07;Ma-L13: Wahrscheinlichkeitsverteilung;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L14-01;Ma-L14: Hypothesen-Test;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L14-02;Ma-L14: Hypothesen-Test;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L14-05;Ma-L14: Hypothesen-Test;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L14-07;Ma-L14: Hypothesen-Test;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
