componentid;status;model;qtype;difficulty;discrimination;guessing;label;catscalename;parentscalenames;componentname;json
"0";4;raschbirnbaum;multichoice;"0.16";"0.72";;MA.v1.J03-01;Ma-J03: Lösungen verifizieren;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multichoice;"0.74";1.09;;MA.v1.J03-02;Ma-J03: Lösungen verifizieren;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;truefalse;-1.38;"0.53";;MA.v1.J04-01;Ma-J04: Lösen eines LGS im Umfang bis zu 3x3 mit dem Gauß-Algorithmus;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multianswer;-0.09;"0.87";;MA.v1.J04-02;Ma-J04: Lösen eines LGS im Umfang bis zu 3x3 mit dem Gauß-Algorithmus;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multichoice;"0.34";"1.40";;MA.v1.J04-03;Ma-J04: Lösen eines LGS im Umfang bis zu 3x3 mit dem Gauß-Algorithmus;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multianswer;"0.72";1.79;;MA.v1.J04-04;Ma-J04: Lösen eines LGS im Umfang bis zu 3x3 mit dem Gauß-Algorithmus;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;truefalse;-0.28;"0.32";;MA.v1.J06-01;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multichoice;"0.46";"0.57";;MA.v1.J06-02;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multianswer;"0.84";1.06;;MA.v1.J06-03;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multianswer;"0.94";2.07;;MA.v1.J06-04;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multichoice;1.05;"0.72";;MA.v1.J06-05;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multichoice;1.13;"0.49";;MA.v1.J06-06;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multichoice;1.18;1.07;;MA.v1.J06-07;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multianswer;1.39;1.51;;MA.v1.J06-08;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multichoice;2.47;"0.97";;MA.v1.J06-09;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";"0";"";truefalse;;;;MA.p1.J06-01;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";"0";"";multichoice;;;;MA.p1.J06-02;Ma-J06: Lösbarkeit (mit und ohne Parameter) / Lineare Unabhängigkeit ;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;truefalse;-1.66;"0.72";;MA.v1.J07-01;Ma-J07: LGS in Matrix-Schreibweise;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";"0";"";multianswer;;;;MA.p1.J07-01;Ma-J07: LGS in Matrix-Schreibweise;ALiSe Mathematik|Ma-J: Lineare Gleichungssysteme;question;
"0";4;raschbirnbaum;multianswer;-2.23;"0.73";;MA.v1.K01-01;"Ma-K01: Vektorrechnung (Addition, Skalarprodukt, Multiplikation mit Skalaren)";ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multichoice;-1.04;"0.71";;MA.v1.K01-02;"Ma-K01: Vektorrechnung (Addition, Skalarprodukt, Multiplikation mit Skalaren)";ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.78;1.42;;MA.v1.K01-03;"Ma-K01: Vektorrechnung (Addition, Skalarprodukt, Multiplikation mit Skalaren)";ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multichoice;-0.13;1.04;;MA.v1.K01-04;"Ma-K01: Vektorrechnung (Addition, Skalarprodukt, Multiplikation mit Skalaren)";ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";"0";"";truefalse;;;;MA.p1.K01-01;"Ma-K01: Vektorrechnung (Addition, Skalarprodukt, Multiplikation mit Skalaren)";ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";"0";"";multichoice;;;;MA.p1.K01-02;"Ma-K01: Vektorrechnung (Addition, Skalarprodukt, Multiplikation mit Skalaren)";ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.61;"0.67";;MA.v1.K02-01;Ma-K02: Orts- und Verbindungsvektoren im orthonormierten Koordinatensystem;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.26;"0.47";;MA.v1.K02-02;Ma-K02: Orts- und Verbindungsvektoren im orthonormierten Koordinatensystem;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.26";2.07;;MA.v1.K02-03;Ma-K02: Orts- und Verbindungsvektoren im orthonormierten Koordinatensystem;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.48";1.33;;MA.v1.K02-04;Ma-K02: Orts- und Verbindungsvektoren im orthonormierten Koordinatensystem;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;1.71;"0.66";;MA.v1.K02-05;Ma-K02: Orts- und Verbindungsvektoren im orthonormierten Koordinatensystem;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;truefalse;-0.51;"0.53";;MA.v1.K03-01;Ma-K03: Linearkombinationen;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;"-0.10";"0.83";;MA.v1.K03-02;Ma-K03: Linearkombinationen;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";"0";"";multianswer;;;;MA.p1.K03-01;Ma-K03: Linearkombinationen;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multichoice;"-2.20";"0.35";;MA.v1.K04-01;Ma-K04: lineare (Un-)Abhängigkeit von Vektoren;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";"0";"";multichoice;;;;MA.p1.K04-01;Ma-K04: lineare (Un-)Abhängigkeit von Vektoren;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.37;1.08;;MA.v1.K05-01;Ma-K05: Geradengleichung und Lageproblem im ℝ³;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multichoice;4.32;"0.46";;MA.v1.K05-02;Ma-K05: Geradengleichung und Lageproblem im ℝ³;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.93;1.65;;MA.v1.K06-01;Ma-K06: Skalarprodukt;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.07;2.04;;MA.v1.K06-02;Ma-K06: Skalarprodukt;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;truefalse;-1.67;"0.69";;MA.v1.K07-01;Ma-K07: Distanz/Länge (euklidische Metrik);ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.13";1.71;;MA.v1.K07-02;Ma-K07: Distanz/Länge (euklidische Metrik);ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.19";"0.89";;MA.v1.K07-03;Ma-K07: Distanz/Länge (euklidische Metrik);ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multichoice;-0.91;"0.47";;MA.v1.K08-01;Ma-K08: Projektion und Orthogonalität ;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multichoice;-0.34;1.59;;MA.v1.K08-02;Ma-K08: Projektion und Orthogonalität ;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multichoice;1.79;"0.82";;MA.v1.K08-03;Ma-K08: Projektion und Orthogonalität ;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multichoice;2.71;"0.70";;MA.v1.K09-01;Ma-K09: Winkel;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;1.18;1.45;;MA.v1.K11-01;Ma-K11: Ebenen in Parameterform;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;truefalse;"0.89";"0.52";;MA.v1.K13-01;Ma-K13: Ebenen in Koordinatenform;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;1.21;1.86;;MA.v1.K13-02;Ma-K13: Ebenen in Koordinatenform;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";"0";"";multichoice;;;;MA.p1.K13-01;Ma-K13: Ebenen in Koordinatenform;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";"0";"";multichoice;;;;MA.p1.K13-02;Ma-K13: Ebenen in Koordinatenform;ALiSe Mathematik|Ma-K: Vektorrechnung;question;
"0";4;raschbirnbaum;multianswer;-1.19;"0.87";;MA.v1.L01-01;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;-1.11;1.77;;MA.v1.L01-02;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;-1.08;"1.50";;MA.v1.L01-03;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.86;1.16;;MA.v1.L01-04;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.41;1.09;;MA.v1.L01-05;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;-0.24;1.44;;MA.v1.L01-06;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.14";"0.77";;MA.v1.L01-07;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.23";1.41;;MA.v1.L01-08;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L01-01;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L01-02;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L01-03;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L01-04;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L01-05;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L01-06;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L01-07;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L01-08;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";ddimageortext;;;;Ma.p1.L01-09;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L01-10;"Ma-L01: Beschreibende Statistik, Mittelwert, Modus und Median";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;-1.02;1.11;;MA.v1.L02-01;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;MA.p1.L02-01;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L02-01;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L02-02;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L02-03;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L02-04;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L02-05;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L02-06;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L02-07;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L02-08;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L02-10;"Ma-L02: Elementare Wahrscheinlichkeitsbegriffe (rel. und abs. Häufigkeiten, Wahrscheinlichkeit)";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.11";1.96;;MA.v1.L03-01;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.44";1.03;;MA.v1.L03-02;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;"0.56";"0.89";;MA.v1.L03-03;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;"0.62";1.87;;MA.v1.L03-04;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;1.49;"0.96";;MA.v1.L03-05;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;2.78;1.92;;MA.v1.L03-06;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L03-01;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L03-02;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L03-03;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L03-04;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L03-05;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L03-06;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L03-07;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L03-08;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L03-10;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";ddimageortext;;;;Ma.p1.L03-09;"Ma-L03: Erwartungswert, Varianz und Standardabweichung von Zufallsgrößen";ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;"0.81";"0.48";;MA.v1.L04-01;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;1.22;1.46;;MA.v1.L04-02;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;2.27;"0.56";;MA.v1.L04-03;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;2.48;"0.35";;MA.v1.L04-04;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;2.75;1.24;;MA.v1.L04-05;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;3.48;"0.49";;MA.v1.L04-06;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multianswer;3.59;1.29;;MA.v1.L04-07;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;4.04;"0.91";;MA.v1.L04-08;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L04-01;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L04-02;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L04-03;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L04-04;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L04-05;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";ddimageortext;;;;Ma.p1.L04-06;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L04-07;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L04-08;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L04-10;Ma-L04: Urnenmodell und Zählverfahren;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;-1.51;"0.45";;MA.v1.L05-01;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;-1.12;"0.31";;MA.v1.L05-02;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;-0.21;"0.68";;MA.v1.L05-03;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;1.21;"0.43";;MA.v1.L05-04;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L05-01;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L05-02;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L05-04;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L05-05;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L05-07;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multianswer;;;;Ma.p1.L05-08;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L05-10;Ma-L05: Laplace-Wahrscheinlichkeit und Laplace-Experiment;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;"0.79";"0.34";;MA.v1.L06-01;Ma-L06: Binomialverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;1.85;"0.67";;MA.v1.L06-02;Ma-L06: Binomialverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";4;raschbirnbaum;multichoice;4.49;"0.69";;MA.v1.L06-03;Ma-L06: Binomialverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L06-01;Ma-L06: Binomialverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";truefalse;;;;Ma.p1.L06-02;Ma-L06: Binomialverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
"0";"0";"";multichoice;;;;Ma.p1.L06-03;Ma-L06: Binomialverteilung und Kenngrößen;ALiSe Mathematik|Ma-L: Statistik und Wahrscheinlichkeitsrechnung;question;
